ra,dec,Vhel,Vhel_error,mem
15.06120833,-33.66602778,117.8,0.4,0.99
15.05595833,-33.64894444,111.6,0.5,1
15.22754167,-33.70944444,102,1.6,0.999
15.05670833,-33.60141667,129.6,2.1,1
15.03825,-33.60258333,120.7,1.3,1
15.06295833,-33.60713889,99.3,4.3,0.999
15.06170833,-33.61383333,99.5,1.5,0.999
15.049125,-33.70472222,116.5,1.3,0.999
15.05395833,-33.70108333,108.4,2.4,1
15.06008333,-33.69636111,101.1,6.8,1
15.044625,-33.68275,88.4,7.8,0.998
15.073,-33.65058333,121.7,1.8,1
15.07854167,-33.63269444,100.5,3.8,0.999
15.03154167,-33.68125,103.9,1.4,1
15.04708333,-33.65991667,110.4,3.6,1
15.02808333,-33.65730556,123.9,8.4,0.999
15.04091667,-33.63163889,111.4,11.2,1
15.02429167,-33.62744444,116,4.3,1
15.08783333,-33.56288889,110.8,1.4,0.999
15.092,-33.56991667,107.1,1.1,0.996
15.07658333,-33.58994444,110.5,7.9,1
15.08725,-33.60158333,124.5,2.5,1
15.12016667,-33.61661111,123,2.9,1
15.10845833,-33.61730556,124.7,3.6,1
15.10741667,-33.50705556,121,1.9,1
15.0995,-33.51430556,115,7.4,1
15.109125,-33.52744444,124.2,1.2,1
15.123125,-33.57166667,109.4,4.7,1
15.11741667,-33.59311111,122.1,1.7,1
15.12233333,-33.59825,94.1,11.6,0.991
15.12079167,-33.60255556,110.1,9.4,0.999
15.1045,-33.72594444,120.9,1.7,1
15.10433333,-33.70783333,127,1.7,1
15.10804167,-33.67080556,116,9.8,1
15.10416667,-33.66333333,108.7,5.1,1
15.11341667,-33.66283333,94.4,2.5,0.998
15.07295833,-33.71880556,125.8,3.1,0.998
15.07620833,-33.70341667,106.1,1.1,1
15.07408333,-33.69291667,116.7,1.1,1
15.07229167,-33.68566667,104.1,1.5,0.998
15.11254167,-33.63944444,115.4,1.2,0.999
15.11279167,-33.63352778,108,3.2,1
15.13283333,-33.50027778,125.4,3.1,0.999
15.15279167,-33.51741667,108.9,9.8,0.999
15.13679167,-33.60205556,126.8,0.9,0.999
15.12708333,-33.61761111,107,6.5,0.999
15.14125,-33.62566667,97,5.3,0.998
15.149625,-33.62841667,104.9,2.6,1
15.13279167,-33.63338889,124.9,3,1
15.14820833,-33.73819444,121.8,5.2,1
15.15741667,-33.73575,114.2,1,1
15.14191667,-33.71019444,120.9,3.2,1
15.15733333,-33.68969444,110.8,1.6,1
15.14,-33.68666667,107.9,8.2,1
15.13308333,-33.68397222,121,5,1
15.14829167,-33.65294444,120.9,3.6,1
15.125875,-33.74172222,113.2,1.4,0.999
15.12466667,-33.72472222,110.9,4.6,1
15.122625,-33.71561111,125.6,1.1,1
15.1085,-33.71127778,107.9,2.8,1
15.11708333,-33.70955556,101.8,0.8,1
15.11420833,-33.70108333,101.3,6.2,1
15.13208333,-33.69441667,112,1.6,1
15.21645833,-33.53269444,108,8.3,1
15.25483333,-33.57866667,114.9,9,1
15.27620833,-33.57861111,100.3,10.3,0.999
15.214125,-33.71477778,120,1.1,1
15.176,-33.74408333,100.5,4.4,0.994
15.168125,-33.73727778,119.1,5.3,1
15.16920833,-33.68633333,109.8,2.1,0.999
15.174625,-33.66919444,110.2,3.5,1
15.19725,-33.63519444,103,2.3,0.995
15.54233333,-33.60625,108.5,1.5,0.999
15.490375,-33.71408333,118.6,0.8,1
15.5005,-33.67747222,120.9,2.9,1
15.56,-33.56466667,117.3,2.5,1
15.57808333,-33.60425,118.1,0.5,1
15.56991667,-33.61236111,103.5,1.8,1
15.60745833,-33.62130556,117.6,1.1,1
15.57608333,-33.62661111,107.3,0.8,1
15.58054167,-33.63519444,113,3.3,1
15.54591667,-33.69272222,120.3,3.1,1
15.63320833,-33.64791667,120.5,2.6,0.999
15.61670833,-33.76288889,118.2,1.7,1
15.56645833,-33.7505,126.6,0.5,0.999
15.58529167,-33.73733333,84.6,1.3,0.967
15.60533333,-33.66388889,101.7,0.5,1
15.70725,-33.67716667,118.7,1.9,1
15.22916667,-33.77197222,115.3,1.1,1
15.25945833,-33.80847222,109.2,1.9,1
15.237875,-33.80841667,117.4,0.5,1
15.11175,-33.73713889,103.6,1,1
15.031625,-33.73444444,110.4,2.2,1
15.03654167,-33.73705556,118.8,0.8,1
15.03225,-33.73980556,115.4,2.6,1
