ra,dec,Vhel,Vhel_error,mem
153.6677083,-1.474555556,224.9,0.9,0.956
153.414,-1.503222222,214,5.6,0.98
153.13975,-1.424416667,218.6,4.9,0.989
153.183625,-1.418555556,232.2,1.9,0.987
153.2473333,-1.450916667,214.5,4,0.987
153.16075,-1.488555556,233.9,2.2,0.988
153.1764167,-1.432361111,219.7,2.3,0.992
153.1774583,-1.441361111,214.2,3.6,0.986
153.3707917,-1.54175,228,6,0.993
153.343875,-1.534388889,226.7,4.3,0.993
153.3380833,-1.557694444,224.1,2.9,0.993
153.3559167,-1.532166667,231.4,5.1,0.992
153.326125,-1.587722222,224.5,2.3,0.995
153.3827083,-1.426222222,225.3,8.3,0.988
